#pos.x,pos.y,pos.z,vel.x,vel.y,vel.z,acc.x,acc.y,acc.z,rot.x,rot.y,rot.z,w.x,w.y,w.z
#[m],[m],[m],[m/s],[m/s],[m/s],[m/s^2],[m/s^2],[m/s^2],[deg],[deg],[deg],[deg/s],[deg/s],[deg/s]
0.6981196446,0.6513876146,0.330265132,0.8163443992,0.9152433247,0.5237507369,0.3487799007,0.6364177236,0.5399233556,0.9253391153,0.8764408917,0.5494879205,0.504696695,0.9092154699,0.550494108
0.5779104363,0.671915241,0.3470306806,0.1076310719,0.5977008179,0.9376573396,0.5856655557,0.7387443715,0.9004673252,0.2839037117,0.0101534805,0.2344460941,0.8199049352,0.783083518,0.3705422685
0.060620812,0.885283,0.0624735934,0.1917434676,0.7586823863,0.0487716903,0.0727412895,0.5722690198,0.4753374465,0.0950149445,0.9298612021,0.9669359335,0.4412169922,0.6534913733,0.8222475325
0.870206298,0.1454526634,0.7857267107,0.9456452953,0.0589285154,0.4275280565,0.5832546865,0.7545060361,0.2612378217,0.9811199052,0.344432806,0.1067074237,0.8419875871,0.5498627443,0.9213135624
0.6189315207,0.9176948304,0.0021678787,0.8605109161,0.5226594301,0.0200378057,0.290204467,0.4747062743,0.6795444655,0.4733457314,0.1462908529,0.6489322178,0.6687083487,0.5265029565,0.9451842088
0.367417501,0.9195011506,0.111940528,0.3678229118,0.0786978843,0.161201446,0.1018830138,0.7212552392,0.3398901041,0.7398783735,0.633327303,0.4007561614,0.232092825,0.3318439566,0.4619720092
0.1919104303,0.1999391983,0.6333337963,0.7025742351,0.1896601805,0.9024082176,0.0249302018,0.6023780659,0.451214821,0.1817376163,0.4023453171,0.1814131486,0.6971741983,0.6671038043,0.4940171624
0.8451414317,0.8019712216,0.3576059995,0.5404724775,0.4625366742,0.7613648186,0.8320999152,0.3070088574,0.2844730104,0.1626543091,0.8555691362,0.1059610855,0.0391622895,0.1146419555,0.4380514486
0.0648300378,0.4872138672,0.5825741144,0.8907154123,0.0116061013,0.6216969261,0.1404529898,0.2868655303,0.0679638178,0.3860519002,0.5937890547,0.477611966,0.5571585743,0.4005862769,0.1676751144
0.8064759666,0.9953683482,0.1533586662,0.7436860219,0.2082459729,0.7265868047,0.7456674666,0.2105551304,0.4959647872,0.2790554994,0.0089021708,0.9453112132,0.5530934165,0.3135793218,0.8916887412
0.8745465647,0.484133727,0.3545235701,0.8552352289,0.5868547234,0.0290589544,0.1527421081,0.1987610381,0.6930907767,0.3770606837,0.8328656508,0.0060760172,0.6306799684,0.296534862,0.0750494418
0.9737956199,0.4895954332,0.6132076778,0.8743698059,0.4019149754,0.5618147044,0.2662824774,0.6209930745,0.5935458319,0.4607815253,0.9920494983,0.5014928233,0.6240228803,0.4684597252,0.1011713009
0.7852822249,0.4615714394,0.1644597589,0.0109744418,0.9386338792,0.5211672595,0.8554909434,0.4001360017,0.5809935677,0.6253891028,0.5864447247,0.5227866823,0.0641043515,0.6554121767,0.9682310467
0.6680467943,0.4235133083,0.0466732973,0.5907314163,0.664031173,0.1606602645,0.3268710927,0.9274639185,0.3215499616,0.8519086159,0.0701579168,0.1699003938,0.6195250107,0.1123500654,0.2925108937
0.8233249313,0.6715100146,0.8692093199,0.6290754393,0.2941454427,0.4506496493,0.0653298546,0.8115793699,0.1695980091,0.0368348575,0.9258042542,0.1722149477,0.1154728383,0.0189174365,0.4788386911
0.4230518329,0.9866877646,0.2402614215,0.1212098205,0.973043893,0.4828066141,0.3800131331,0.2640099019,0.2096150948,0.6910093814,0.5520056396,0.0878786606,0.2557625834,0.8295454593,0.7566655544
0.7320640799,0.2606748614,0.2413378947,0.2769714464,0.0895804396,0.9939909361,0.2680127251,0.2660698299,0.8241664837,0.9320593727,0.1505997101,0.3460951254,0.8330201197,0.294058723,0.3874265555
0.8227320066,0.3469779585,0.6415305336,0.0920575948,0.827481836,0.5237361435,0.3957763069,0.3239920832,0.4239547277,0.4750416011,0.4126045126,0.8499838189,0.0328723905,0.1951317139,0.4556157093
0.6152535191,0.9572818324,0.1725706946,0.2504290117,0.0059129909,0.3815727518,0.001308013,0.7358780361,0.6762335183,0.1300013258,0.9415583755,0.2046910973,0.8767593992,0.1227471021,0.8791632977
0.4007564771,0.9444972456,0.8707423449,0.3699780213,0.8722376927,0.5286861689,0.9780547964,0.1764775339,0.6935153843,0.1475074049,0.8395203766,0.2046266583,0.7959392755,0.8658880426,0.1217807569
0.0364611249,0.5240363451,0.9982806436,0.8203403321,0.3339795313,0.4830804345,0.1215468709,0.3689068266,0.8195720903,0.6519703159,0.7654652193,0.6717283626,0.0335525431,0.1753782471,0.1905006658
0.8842898907,0.1691607191,0.2611892147,0.3104920425,0.7643719926,0.891329192,0.617866746,0.7079014095,0.585385076,0.7296275046,0.8053268958,0.4109892805,0.8343348571,0.1417054209,0.3353697657
0.6146935839,0.7943021228,0.5622730662,0.7542725546,0.5193941815,0.9425788154,0.0092104901,0.4506996566,0.4583757726,0.3645847576,0.3859824167,0.1999049077,0.2146881614,0.6567290007,0.3794218151
0.2403604761,0.3073179828,0.2211270733,0.6963238996,0.4227284261,0.3526089656,0.3072499875,0.7664407534,0.1070123111,0.2836309026,0.9991271482,0.8431530006,0.902801099,0.1903448838,0.2533278958
0.1966233367,0.4426240591,0.1797494292,0.9403332587,0.4770921827,0.9143276477,0.9232112782,0.1945286047,0.5814653718,0.5431202453,0.3094098382,0.860403374,0.4767607622,0.1866235984,0.5296376388
0.3232761318,0.1760953443,0.8626055826,0.5547132914,0.5576496045,0.4632599194,0.5414066189,0.4355347339,0.3083166614,0.7008580142,0.5851651878,0.618146449,0.9259033578,0.5135821856,0.8310159293
0.903550525,0.087950028,0.1258700795,0.9539181652,0.5089772403,0.9317030199,0.0949902022,0.4800514748,0.6483804135,0.8606463583,0.995105107,0.7324817146,0.3524964407,0.0870858583,0.8738635743
0.5898890837,0.8026822389,0.9592904397,0.5753437729,0.0585782846,0.8805832823,0.2727217145,0.2105401077,0.6388374914,0.5563522541,0.7827741943,0.2532179433,0.1381236154,0.6300589205,0.5157437612
0.689370378,0.1971657367,0.396809359,0.2874554729,0.9511143015,0.7930734347,0.1916613785,0.4023362115,0.9188631367,0.480566293,0.2828632732,0.1254711108,0.9515067429,0.9938838434,0.9114146549
0.7426562399,0.9554325239,0.8854197186,0.8839766428,0.2574913626,0.0030479634,0.9087962599,0.1394705506,0.040137387,0.0553979996,0.1734502064,0.287113408,0.5593658806,0.8183612526,0.7734611333
0.4203132535,0.4717540473,0.1663880753,0.3685906434,0.6829998217,0.8457855107,0.0542583694,0.8976704441,0.3482205779,0.082753222,0.3699175412,0.081499397,0.0774691257,0.8834397637,0.2655013773
0.0509340198,0.3135620141,0.0418662094,0.8030814654,0.203068247,0.9206247366,0.3009815153,0.9383044562,0.7690632523,0.6020753887,0.5696770809,0.248053224,0.1185908921,0.3019657732,0.7734231768
0.5834440834,0.6997843838,0.0123236042,0.3129696314,0.1405142357,0.914154991,0.4162935366,0.2942943292,0.9734297391,0.2900266456,0.6368086145,0.3172901371,0.606154674,0.4013377175,0.7203280681
0.7896553853,0.1426809871,0.8512065161,0.6459307685,0.3283419306,0.0275318821,0.8166744605,0.6037847045,0.9236541725,0.1977605017,0.3614476567,0.4917159515,0.3808368596,0.0415133968,0.6225910756
0.4416602712,0.7537657786,0.060138079,0.7845830259,0.7471318737,0.2674192143,0.1147621646,0.528442382,0.4041908431,0.145871923,0.6223906858,0.7719456939,0.2927818364,0.0576198779,0.045849244
0.5024493014,0.5641011834,0.6642028883,0.312243918,0.8684252212,0.0747326839,0.5435360578,0.4561901698,0.788163807,0.4336730529,0.1427143364,0.0916218795,0.4843406913,0.3108010802,0.1284921025
0.8564755582,0.3501339232,0.620699912,0.1648049257,0.0136262368,0.1172713286,0.6320779914,0.4798514758,0.8467353262,0.0155704631,0.9457428051,0.6958120004,0.9633081427,0.7374064507,0.6813791225
0.467942718,0.2299082562,0.4767380516,0.6453440514,0.2191002974,0.596313925,0.2993969614,0.4578354493,0.7714800376,0.0804384429,0.5129882133,0.8447590716,0.8110342594,0.6854156662,0.2835469703
0.537779924,0.016431752,0.5776456836,0.1854233714,0.8658014587,0.9000279033,0.3935308583,0.1740843466,0.808841244,0.1083301603,0.3853393867,0.6780554126,0.812336282,0.2614014411,0.7266468418
0.0861969048,0.9332986395,0.705680753,0.911709384,0.2668839365,0.7647184481,0.1004582987,0.7626373404,0.0815061634,0.2771389094,0.8381263383,0.3185777278,0.2650051678,0.6507462471,0.719567585
0.4311514162,0.2565573543,0.6867926978,0.9391151566,0.6420597726,0.5396257123,0.6303634311,0.2666649269,0.1823668278,0.195926582,0.1881424988,0.6663806379,0.4469017871,0.9262702809,0.5039183301
0.5202672484,0.6733360839,0.6316214281,0.673521564,0.6389704925,0.5840074755,0.2400341534,0.1414409331,0.9632051361,0.5372840596,0.9300167195,0.7453645469,0.3812249342,0.8064213692,0.9130124701
0.1487961691,0.0095833415,0.261455658,0.015552111,0.2696464822,0.9272065754,0.7362048921,0.6994128242,0.6487534153,0.7716968942,0.220661755,0.8744747855,0.1061638535,0.3669700148,0.337271999
0.720674135,0.8913303672,0.1338550305,0.2092344294,0.6702221156,0.5482919238,0.8822962488,0.9974436559,0.3710087088,0.6269842609,0.9561968299,0.3290051245,0.0937223096,0.6307623609,0.3911342403
0.54339068,0.5837810808,0.2394799727,0.3384412787,0.6901451096,0.5086223175,0.5949310947,0.3299257948,0.7778812215,0.9436879277,0.7949208808,0.2356204752,0.4723021473,0.7220260679,0.1689601807
0.1795624049,0.5395392243,0.8724370443,0.0336598789,0.5381853193,0.3507745514,0.1050226068,0.440561596,0.1509621226,0.9915907245,0.7763875255,0.5549358753,0.2030251913,0.9203815712,0.9638975531
0.9385801619,0.0015037529,0.6222072383,0.0682368749,0.8304065492,0.886475975,0.3685741094,0.8738861944,0.5907904684,0.5186788298,0.5033828768,0.1009629815,0.9163040733,0.1377250339,0.6736565163
0.5704080247,0.0652332188,0.914968983,0.3470165467,0.5864445014,0.0853376498,0.529321148,0.7299191223,0.7707230014,0.541660543,0.9797310032,0.1505415337,0.4185990717,0.7806309046,0.856739568
0.5321810385,0.6056861201,0.3620049148,0.0632501215,0.3459274355,0.2046885344,0.728595006,0.0772690938,0.2173036406,0.5131126792,0.2135498476,0.0792569938,0.3860267935,0.7706644081,0.6380119989
0.1762042722,0.8510036573,0.2738792707,0.496720066,0.8040882802,0.0316328452,0.3115466691,0.0511918802,0.1944962404,0.9473569524,0.8806418972,0.8487489043,0.6525879495,0.1915579148,0.9303829304
0.4456739015,0.7985710131,0.5480331918,0.9311880261,0.2121952334,0.0136887169,0.3711905088,0.6028074537,0.2341755112,0.3842099303,0.8711482538,0.5947668357,0.5282318443,0.427875288,0.3187247152
0.8449410065,0.0942787098,0.2135880536,0.1922371722,0.1465957658,0.8195141525,0.240763583,0.179148925,0.6329894214,0.9096809336,0.669668862,0.0573395574,0.2342911214,0.7527126163,0.5011320058
0.663712034,0.6551576818,0.2649884272,0.6717774984,0.3174715293,0.5116973155,0.2961096992,0.0498196758,0.4443559995,0.713522572,0.9298491911,0.5764860982,0.8306427292,0.404784739,0.8887571436
0.3446869262,0.6257816827,0.8200163947,0.7309804542,0.1540185631,0.6220056325,0.7862659794,0.0849483993,0.225556366,0.7580496005,0.9032219491,0.0309466827,0.8227409915,0.7563986424,0.6367419536
0.9719970362,0.8567463724,0.6139431188,0.4195958008,0.8738520098,0.4434855197,0.8604043805,0.63947595,0.5052975272,0.8890583318,0.2507122782,0.1554297736,0.7157739489,0.1593209732,0.3119246434
0.8245496228,0.5562524874,0.3449036236,0.7386365656,0.7601248049,0.9936204849,0.5990213655,0.4843619071,0.1841245146,0.9683508266,0.1776791539,0.6245642122,0.2273613074,0.8428778167,0.4203633419
0.0707453579,0.8375659122,0.1061287264,0.7806104891,0.6930341426,0.9205470983,0.9139905493,0.3256985208,0.3501515567,0.1784799987,0.7252014398,0.942065738,0.6801641693,0.192068265,0.8757204672
0.6672019935,0.935627825,0.3210876043,0.2680310389,0.7294612592,0.365691855,0.0644776425,0.8265464241,0.9031326864,0.1680720023,0.6589482745,0.8391083372,0.4207397321,0.8464961466,0.4988797063
0.5570481304,0.4919983645,0.859555725,0.3554781622,0.2178290234,0.4471383785,0.3947873362,0.769153761,0.2299497445,0.7731493698,0.6733640562,0.0272931753,0.1644509181,0.868264908,0.9207766629
0.429640822,0.6911437461,0.1034335997,0.6865913885,0.537730888,0.4253559398,0.0493983325,0.7523050516,0.6866949347,0.6534689153,0.73823503,0.1065927187,0.6984094266,0.1560889231,0.4608307122
0.6046487578,0.9806344618,0.8419740588,0.9782981123,0.8203520071,0.5765353349,0.5245557432,0.4416714875,0.4676081559,0.8599681455,0.8421046168,0.6733287556,0.2615118615,0.4384654471,0.0498872321
0.3731676979,0.8677410741,0.9143200166,0.3117279478,0.8802069847,0.4298660771,0.6892903453,0.013286761,0.8843659408,0.9211235037,0.6690756774,0.4184851088,0.5990202897,0.6934081457,0.1542937686
0.5420650292,0.310934164,0.6231577065,0.9564348197,0.0776060652,0.6974011691,0.0244148627,0.8253367183,0.6561120023,0.2542527918,0.5789023244,0.3503108309,0.5884367631,0.1135758678,0.794288372
0.9987935172,0.4454528338,0.359673112,0.5244435765,0.7383345642,0.1287760461,0.2313862427,0.1294094056,0.5141557049,0.0129282346,0.145771591,0.1823415504,0.4229781595,0.6003229557,0.0117739678
0.8615519734,0.4411648763,0.8217366882,0.7741883439,0.7797492551,0.4734759541,0.2650009646,0.0246219351,0.3945987375,0.4163937872,0.6180376714,0.7942185599,0.1576763709,0.3421832419,0.5074950824
0.7053104539,0.0074215289,0.088623363,0.1907801755,0.1321752019,0.3931663173,0.762299087,0.361433684,0.3341884865,0.7152897474,0.451394264,0.9535275084,0.5758337809,0.0785077793,0.6337888076
0.8482853835,0.4419160612,0.3905433411,0.4142370257,0.9337989587,0.3224635199,0.215104155,0.8988287398,0.8854354763,0.1903685012,0.422658156,0.642519717,0.7423465932,0.2677785759,0.1455346737
0.0229523635,0.7877999947,0.1735262633,0.269048972,0.2432977348,0.8248166906,0.5034860578,0.6072896006,0.2243655471,0.9667748412,0.6143707523,0.6561989804,0.9767609442,0.501892398,0.0115587662
0.3896159189,0.7895747036,0.0682731878,0.0242027391,0.6238619295,0.7079045716,0.2714163668,0.6136543581,0.0458504074,0.355543789,0.4613092996,0.540531895,0.1806548972,0.2526431061,0.8087616779
0.8509493058,0.6754916691,0.5620045047,0.5596263312,0.5827244839,0.106381193,0.0645133202,0.8452839002,0.329901725,0.2258183593,0.6572259928,0.6953401964,0.7114550535,0.0339530793,0.3906408749
0.4207929529,0.8224086482,0.9107800747,0.6122452753,0.6545424023,0.6920389584,0.4101084368,0.4316448627,0.0442847764,0.2094943046,0.396657874,0.2807209511,0.9565604659,0.4982940879,0.8184513758
0.4505671169,0.3293935957,0.4940369197,0.4443510351,0.0155998466,0.797170473,0.537096039,0.9968239876,0.169279821,0.0195668577,0.7379848586,0.9978581469,0.8113651679,0.5812848401,0.4144325544
0.564151531,0.9468097209,0.5103702076,0.1043814896,0.7225864061,0.2330570772,0.3886625541,0.3371963433,0.3932388004,0.5101169564,0.6415735646,0.5676991057,0.609761466,0.1620474467,0.5835922257
0.6055819314,0.5911610114,0.8961280817,0.8655172853,0.7424618737,0.2192142544,0.8224063661,0.5403399184,0.1837476007,0.1641246594,0.3254379359,0.0727396904,0.0134944363,0.8965766533,0.5742286795
0.6848376467,0.1956240398,0.6862718988,0.1344118349,0.0861596193,0.2073154835,0.6103160994,0.4274899808,0.2812195888,0.4286986648,0.3356502282,0.1038443341,0.3031678376,0.2582304536,0.0561264321
0.1171089912,0.6920261321,0.3222828197,0.8710924372,0.8187634654,0.3523224076,0.1016356116,0.424368923,0.2365456547,0.9090043533,0.9761995452,0.8628197387,0.5086998376,0.5037884534,0.5734802788
0.6989381326,0.2739550998,0.4079839401,0.455251634,0.7212913794,0.2796897836,0.0775832605,0.9656334282,0.9103266816,0.7912867767,0.037662942,0.5478594221,0.4779500092,0.7152713178,0.8504059779
0.0665111143,0.8873756718,0.5984325366,0.7331726831,0.2348449891,0.0558587463,0.4925390554,0.6850792985,0.7538422187,0.933537926,0.3512075548,0.8275058249,0.4257438494,0.168523277,0.2291193575
0.5707926018,0.9650700177,0.0925875728,0.9707992086,0.8447879516,0.1722425153,0.3153328457,0.7571295536,0.7770274634,0.6654157733,0.8567067837,0.7256685923,0.8069796112,0.7572685541,0.3037696789
0.5092471937,0.239215921,0.2625926289,0.3832982574,0.2528429422,0.3336766389,0.7258510065,0.7649495981,0.1802929071,0.2536342385,0.9673587236,0.0707648082,0.0923578335,0.5306290844,0.2730329861
0.5757300532,0.576511679,0.6104242812,0.6902593965,0.3423402227,0.8148814566,0.3551729544,0.5755285822,0.4576910365,0.6620704316,0.0930238527,0.0143926091,0.0261628558,0.3804578523,0.8094007017
0.3969269368,0.2861527414,0.1903463921,0.8872984365,0.6888153691,0.8712488725,0.0100240784,0.5574469629,0.1735875261,0.1007463535,0.2608956908,0.1719997356,0.2535343398,0.5140029769,0.9806628673
0.0839260803,0.0755521804,0.8659128835,0.680638609,0.3424204157,0.261580581,0.5273758777,0.2708521307,0.5228580449,0.6139208695,0.7020919882,0.3728646398,0.1560323122,0.5494336718,0.1857128782
0.5289727456,0.6261587537,0.3882040465,0.7796519165,0.1981721602,0.088899526,0.4694903148,0.5395212736,0.7411810934,0.388689584,0.7904646174,0.6620143151,0.9876806846,0.4607240403,0.3348730262
0.8092149855,0.3341714747,0.6715464124,0.5703243548,0.5609897997,0.2282808608,0.3123528691,0.3234064797,0.8832436418,0.9143855219,0.201871364,0.8958362275,0.8104778669,0.4868659977,0.1438765248
0.4978632615,0.3791013907,0.7805811348,0.9524129947,0.197587207,0.9814727543,0.5243455132,0.842067479,0.4574463348,0.9066125852,0.6995622973,0.622628484,0.7556177489,0.6064991733,0.7643217853
0.8360224634,0.6182075957,0.8820417613,0.6399110239,0.8171710852,0.7275081352,0.2060941403,0.1281256481,0.4441323636,0.2873627256,0.9418633966,0.2530489404,0.5121955529,0.4412251204,0.1447653031
0.0534787898,0.1600524651,0.4012106796,0.0399478042,0.191501231,0.7297978841,0.741749696,0.9850931985,0.0216780251,0.31480393,0.8851381263,0.3917409918,0.375712342,0.6181436463,0.8942023869
0.2545043628,0.0391637502,0.6564579512,0.4574923018,0.6938017785,0.7387978775,0.3037235425,0.5892635274,0.9453723048,0.9513094532,0.4854193399,0.4201433966,0.9790647063,0.5964212025,0.8299379157
0.9735217931,0.1013273478,0.2743653151,0.2043465012,0.5984997418,0.4979869865,0.517467052,0.510540024,0.1067077601,0.6676810488,0.5537758799,0.8098300642,0.3702290136,0.9029186001,0.8928857768
0.7905665274,0.8483557393,0.2742835419,0.7174659944,0.477996568,0.8951750521,0.679094751,0.8983556111,0.086505787,0.8332737969,0.5718781617,0.0118711152,0.2243217806,0.806219118,0.5675009799
0.9344751006,0.0584437571,0.7523419616,0.1252862794,0.6760367216,0.2036392778,0.5430773031,0.7308541299,0.7697736694,0.3159568734,0.9510369184,0.7027895197,0.2459501058,0.6931128032,0.9332032148
0.9740143097,0.7146946254,0.5473717024,0.7570091727,0.7013154468,0.1752204049,0.5206824642,0.250871024,0.9813675356,0.8698411279,0.855194023,0.7220003458,0.8478400663,0.8628757913,0.2692026419
0.3624223892,0.6629398263,0.438581051,0.3549865429,0.0390296016,0.5954283665,0.7240455538,0.7073288003,0.2620899285,0.9849000163,0.2992850386,0.925084208,0.847601982,0.0477686668,0.9648523818
0.1551288444,0.5068684892,0.7625391679,0.5102398495,0.7007180563,0.2449880074,0.742093948,0.4718566944,0.3689229231,0.1855272711,0.8613726982,0.6324287614,0.3444657345,0.1981968305,0.5187567909
0.8851348435,0.0404958787,0.7834829498,0.8261571585,0.7233056043,0.3851220155,0.4856364923,0.9464274153,0.1328403213,0.8111004916,0.2234535261,0.4907019891,0.7341051594,0.2050352652,0.1016088111
0.5729835626,0.2148960125,0.1857216341,0.9930057574,0.6472455344,0.6997953508,0.8787156384,0.9899248859,0.9741070742,0.4780094257,0.4430563225,0.258485952,0.634100842,0.9710484266,0.173707056
0.1424192037,0.9221540356,0.1510637423,0.089571265,0.8024327167,0.5940617813,0.0025002789,0.959193464,0.2491319594,0.3251015288,0.2199886044,0.6755883489,0.54539911,0.5696181632,0.4524390697
0.1978226203,0.1265010013,0.8320947808,0.0360413911,0.6709293671,0.6920544284,0.6681920493,0.8904195105,0.5453683459,0.4317566774,0.4491100184,0.3854775018,0.2943915559,0.9576475851,0.3232999154
0.0888964335,0.7932050693,0.3846810614,0.0329941482,0.5960607514,0.941819094,0.3173827368,0.3727118268,0.8938344672,0.4362885709,0.2525258307,0.3285272009,0.8049025946,0.8669781074,0.1198073307
0.8058875519,0.520903851,0.7729996546,0.4462719545,0.8423460253,0.058591297,0.4589221499,0.8673641653,0.7547881657,0.5345711618,0.6022094781,0.4647193846,0.7687676385,0.5384058272,0.2962704211
0.2618484341,0.2055994571,0.4475136593,0.3192962391,0.2209115783,0.7374354937,0.6959415812,0.6016558308,0.8010337676,0.0547900604,0.5585721057,0.3267233754,0.4986629906,0.9641537016,0.5806632121
0.6547259875,0.0723266173,0.5310329162,0.1119413847,0.6573265123,0.6941878438,0.9316541807,0.4267544099,0.5779435126,0.2593609207,0.6326630672,0.3046806133,0.5129410186,0.0721857924,0.0195365219
0.1926188577,0.3981055527,0.3606843025,0.9630729285,0.1214447787,0.6628297612,0.0219978786,0.2829653676,0.6823907054,0.6153774581,0.849697987,0.6218570661,0.5613327033,0.9981398014,0.8005257368
0.3318778287,0.5365391175,0.9301617362,0.4075940705,0.0543741261,0.5109777673,0.7084789367,0.4891646303,0.2991284504,0.4753896826,0.0906048635,0.7123984224,0.5874490962,0.3678353521,0.1368565501
0.7250294556,0.9212398712,0.2938818445,0.4492249682,0.0650409728,0.7094046446,0.7416749744,0.6507801004,0.5205313571,0.8669249874,0.1957256484,0.0960903366,0.294423216,0.0946429098,0.4559837234
0.4194764012,0.5893380758,0.5998349363,0.3267435738,0.5615493354,0.5034248388,0.3025836462,0.9479050642,0.1867431959,0.8311113819,0.4204226007,0.8713889658,0.4679373786,0.9857090171,0.7910977639
0.8992834441,0.4096828479,0.4563269044,0.4356684777,0.0981310017,0.970540101,0.1058850778,0.9341495516,0.7312376152,0.2188127048,0.2659302471,0.2648071582,0.4332034365,0.1695959633,0.7946309811
0.7520231099,0.0509160034,0.8102094019,0.4675277307,0.3759377976,0.300429689,0.5124963316,0.6257373256,0.8756162246,0.6755471747,0.0017221377,0.3015709205,0.1969581628,0.8554732857,0.6001412
0.19222685,0.2489304356,0.7044196951,0.1388617912,0.3158896475,0.3485878099,0.9954949032,0.4745020107,0.7653778081,0.9362693228,0.133004417,0.9521986692,0.2848077312,0.7948576033,0.4320206391
0.6402178509,0.9676245817,0.5930317259,0.5550893427,0.5526962687,0.90326363,0.4890808099,0.5673483504,0.902836234,0.5247997402,0.5694614828,0.7229976625,0.3555612783,0.9012785,0.7552399353
0.858281675,0.2886093003,0.0863594033,0.6527674255,0.0140279441,0.9191823104,0.6750737858,0.4910808246,0.5848188077,0.2074520594,0.6078456753,0.2716193197,0.0829806159,0.734485022,0.672446534
0.0511546194,0.1646900395,0.9685968641,0.5586479722,0.7698369824,0.3379173893,0.9624115027,0.5908535559,0.789403278,0.4164494637,0.8588604652,0.6013138914,0.7587688819,0.2425576381,0.729043612
0.7635924044,0.2535932361,0.7563207373,0.0358082787,0.5049440148,0.4518090641,0.2726631875,0.1909206042,0.6079371533,0.2702132675,0.4406332265,0.8112479835,0.4881883943,0.7211934905,0.3989335597
0.7801081611,0.5354070546,0.4698208405,0.993119315,0.8979204113,0.1800480675,0.49098589,0.8959301533,0.7143218046,0.1362013347,0.7124982527,0.5303357189,0.9143166972,0.289435093,0.6955083761
0.5390941744,0.7944673785,0.8114989183,0.089711652,0.6778058941,0.7345414429,0.3046352206,0.6834489448,0.7080989186,0.9428574174,0.9973537113,0.2750319368,0.4082424535,0.450318031,0.009620898
0.0641176443,0.0337276266,0.6141639061,0.0987520439,0.0809354551,0.554410449,0.4447417274,0.0584880116,0.5252774558,0.8917100064,0.2053455653,0.7132667375,0.5723585293,0.6584951666,0.8308373419
0.6641771726,0.0207017065,0.8466757912,0.1521259975,0.8344591669,0.679541531,0.8046374864,0.0813186998,0.7990844441,0.1301566243,0.0989011483,0.1202477174,0.5091410804,0.3164306895,0.999107428
0.0166489264,0.3648728735,0.2779792424,0.1871982059,0.9172584065,0.6546924385,0.9598065095,0.6051049158,0.8958714566,0.3557148962,0.8704333262,0.0901600367,0.2610575949,0.2447143625,0.4215350109
0.6702295934,0.044431964,0.4456131081,0.8730940418,0.4988463339,0.9858596172,0.94923463,0.5698890452,0.7185664237,0.2053366732,0.7059157437,0.9576461098,0.4347061285,0.1992523466,0.8153326338
0.9614625211,0.9976473802,0.3934266526,0.1561335987,0.4877185676,0.6215809276,0.4970409785,0.4157586231,0.4624606374,0.4758916847,0.4552179909,0.9085119335,0.2172051363,0.1104662341,0.9698602084
0.8262890459,0.5279958209,0.8769659692,0.1825661402,0.7139356015,0.5556172999,0.9388627466,0.2206395639,0.8103645919,0.4778290216,0.1628852119,0.8468468191,0.7059990063,0.5058842229,0.6296352957
0.3327419203,0.4958295443,0.4521655624,0.1235506815,0.088172527,0.5997447266,0.07057036,0.8190238973,0.3273922845,0.6962456271,0.618608216,0.8769296378,0.420048678,0.4939862419,0.7355552575
0.4212982194,0.7993225019,0.0431079568,0.1688231105,0.4755595228,0.2516943503,0.7539418281,0.7523457519,0.9607609526,0.1732505077,0.9357471398,0.6756516363,0.7851401921,0.5314137248,0.6442996384
0.7867567647,0.9676312824,0.5566480138,0.1231470175,0.2204544279,0.9941560843,0.3173639528,0.0139646248,0.1746907564,0.4124945952,0.5615429997,0.7789147144,0.2138965186,0.6414116156,0.6029143277
0.3947111304,0.8691433097,0.3319506674,0.9226530123,0.8484815557,0.7910525653,0.9883530765,0.3726830611,0.4289474852,0.395317272,0.8384953535,0.736390947,0.9876044106,0.4632669428,0.2058211754
0.7145354901,0.3295087461,0.8896836161,0.4295383864,0.1434474466,0.8834888497,0.0233190295,0.7204549899,0.9101201542,0.7055545838,0.015391374,0.1795470718,0.4149273777,0.0229181349,0.8810896442
0.2270732692,0.8960422612,0.8476517658,0.5766475543,0.9522194801,0.9270130888,0.4966128239,0.8772815409,0.0312008229,0.1320147214,0.8434212289,0.7432997679,0.6757368975,0.1570379077,0.5742469979
0.580449251,0.5971854185,0.5384218109,0.6077842234,0.1809698923,0.9439879757,0.5079935338,0.9519518022,0.9792440359,0.496271159,0.981184858,0.0516478565,0.4098988906,0.7062771054,0.7862141535
0.2796829908,0.1050675525,0.9550464473,0.4505358362,0.0928903486,0.0015751646,0.7918557553,0.0067846761,0.418629875,0.6797135684,0.3188974229,0.0347673011,0.6777590535,0.554852934,0.3241339318
0.0259070458,0.1611233889,0.4971185554,0.3410417474,0.9087663248,0.2320404523,0.6427650424,0.3649206031,0.9815125083,0.2649291719,0.5752610725,0.6649331185,0.8626614643,0.3926829653,0.6567727995
0.2678089528,0.3022975054,0.1042869264,0.7696870756,0.0162880631,0.5698182566,0.8683439803,0.534788369,0.5269453459,0.2868581031,0.4890220688,0.1852136323,0.1441655572,0.9846666052,0.0164067786
0.3890361416,0.7607587871,0.0800209752,0.5528299902,0.7115750943,0.2864803093,0.3702768024,0.1070719293,0.9237619953,0.9442468024,0.5025117094,0.3713206838,0.3727319018,0.546423233,0.9719263441
